"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.284465799E0,1.723825186E-1,4.405331016E-1,9.806650162E0,9.818053399E0
1.288461492E0,1.915361285E-1,4.118026793E-1,9.854534149E0,9.864994213E0
1.292460339E0,1.149216816E-1,4.309563041E-1,9.797073364E0,9.807220648E0
1.296456648E0,1.244984865E-1,4.118026793E-1,9.797073364E0,9.806514560E0
1.300486803E0,2.011129409E-1,3.926490843E-1,9.758766174E0,9.768732618E0
1.304484342E0,9.576806426E-2,4.213795066E-1,9.835380554E0,9.844868859E0
1.308482497E0,7.661445439E-2,4.309563041E-1,9.758766174E0,9.768577704E0
1.312478113E0,1.532289088E-1,3.830722570E-1,9.816226959E0,9.824893647E0
1.316476268E0,7.661445439E-2,4.405331016E-1,9.787496567E0,9.797705253E0
1.320475346E0,1.723825186E-1,4.118026793E-1,9.816226959E0,9.826373130E0
1.324472578E0,1.628057212E-1,4.405331016E-1,9.758766174E0,9.770061021E0
1.328470194E0,1.819593310E-1,3.830722570E-1,9.825803757E0,9.834951602E0
1.332466195E0,1.436520964E-1,4.405331016E-1,9.816226959E0,9.827157120E0
1.336463658E0,2.011129409E-1,4.309563041E-1,9.758766174E0,9.770347332E0
1.340463428E0,1.340752989E-1,4.118026793E-1,9.806650162E0,9.816208282E0
1.344461583E0,1.628057212E-1,4.022258818E-1,9.787496567E0,9.797110819E0
1.348458507E0,1.436520964E-1,4.118026793E-1,9.787496567E0,9.797209114E0
1.352456047E0,1.340752989E-1,3.926490843E-1,9.816226959E0,9.824991664E0
1.356486125E0,1.053448766E-1,4.118026793E-1,9.797073364E0,9.806290098E0
1.360482510E0,1.436520964E-1,3.926490843E-1,9.739612579E0,9.748582585E0
1.364481511E0,1.723825186E-1,4.692635238E-1,9.873687744E0,9.886335704E0
1.368477281E0,1.628057212E-1,4.022258818E-1,9.806650162E0,9.816245655E0
1.372476052E0,1.149216816E-1,4.501099288E-1,9.758766174E0,9.769816947E0
1.376475053E0,1.915361285E-1,4.309563041E-1,9.835380554E0,9.846680663E0
1.380471977E0,1.819593310E-1,3.639186621E-1,9.739612579E0,9.748107467E0
1.384470824E0,1.532289088E-1,4.309563041E-1,9.797073364E0,9.807744335E0
1.388467671E0,1.628057212E-1,4.022258818E-1,9.806650162E0,9.816245655E0
1.392465518E0,2.202665508E-1,3.926490843E-1,9.825803757E0,9.836112551E0
1.396462212E0,1.532289088E-1,4.692635238E-1,9.758766174E0,9.771243759E0
1.400461905E0,1.532289088E-1,4.309563041E-1,9.816226959E0,9.826877131E0
1.404458829E0,1.436520964E-1,3.926490843E-1,9.758766174E0,9.767718591E0
1.408455984E0,1.723825186E-1,4.692635238E-1,9.777919769E0,9.790691447E0
1.412484677E0,1.244984865E-1,4.405331016E-1,9.844957352E0,9.855595088E0
1.416482140E0,9.576806426E-2,4.405331016E-1,9.787496567E0,9.797873748E0
1.420479756E0,9.576806426E-2,4.309563041E-1,9.864110947E0,9.873984992E0
1.424477834E0,1.436520964E-1,4.405331016E-1,9.768342972E0,9.779326651E0
1.428475758E0,1.340752989E-1,4.309563041E-1,9.758766174E0,9.769197345E0
1.432473605E0,1.915361285E-1,3.926490843E-1,9.806650162E0,9.816376459E0
1.436469914E0,1.532289088E-1,4.405331016E-1,9.825803757E0,9.836867793E0
1.440468377E0,8.619125932E-2,4.501099288E-1,9.835380554E0,9.846051926E0
1.444468070E0,1.628057212E-1,4.692635238E-1,9.816226959E0,9.828785564E0
1.448464686E0,1.819593310E-1,4.309563041E-1,9.806650162E0,9.817801176E0
1.452461918E0,1.628057212E-1,4.118026793E-1,9.806650162E0,9.816642733E0
1.456459688E0,1.340752989E-1,4.501099288E-1,9.758766174E0,9.770061022E0
1.460458228E0,1.340752989E-1,3.926490843E-1,9.844957352E0,9.853696502E0
1.464456690E0,1.723825186E-1,3.926490843E-1,9.806650162E0,9.816021416E0
1.468483768E0,8.619125932E-2,4.596867263E-1,9.844957352E0,9.856060373E0
1.472483154E0,1.532289088E-1,3.734954596E-1,9.787496567E0,9.795818853E0
1.476480386E0,1.628057212E-1,4.501099288E-1,9.806650162E0,9.818324299E0
1.480478464E0,1.340752989E-1,4.213795066E-1,9.825803757E0,9.835748896E0
1.484476311E0,9.576806426E-2,4.118026793E-1,9.806650162E0,9.815759796E0
1.488474159E0,1.053448766E-1,4.022258818E-1,9.768342972E0,9.777188124E0
1.492472083E0,1.532289088E-1,4.405331016E-1,9.787496567E0,9.798603858E0
1.496468392E0,1.532289088E-1,3.830722570E-1,9.758766174E0,9.767483847E0
1.500468008E0,1.723825186E-1,3.639186621E-1,9.777919769E0,9.786208027E0
1.504465317E0,1.436520964E-1,4.884171486E-1,9.864110947E0,9.877240101E0
1.508463164E0,1.436520964E-1,4.501099288E-1,9.797073364E0,9.808459684E0
1.512459088E0,6.703764945E-2,4.118026793E-1,9.797073364E0,9.805953396E0
1.516457012E0,1.628057212E-1,4.501099288E-1,9.797073364E0,9.808758900E0
1.520486475E0,1.628057212E-1,3.830722570E-1,9.816226959E0,9.825047673E0
1.524485860E0,1.053448766E-1,4.405331016E-1,9.777919769E0,9.788405487E0
1.528481015E0,1.149216816E-1,4.118026793E-1,9.749189377E0,9.758559420E0
1.532479478E0,1.340752989E-1,3.830722570E-1,9.844957352E0,9.853319532E0
1.536476633E0,1.628057212E-1,4.022258818E-1,9.768342972E0,9.777976057E0
1.540475480E0,1.723825186E-1,4.309563041E-1,9.825803757E0,9.836760571E0
1.544473558E0,1.244984865E-1,4.405331016E-1,9.825803757E0,9.836462207E0
1.548471097E0,1.340752989E-1,3.830722570E-1,9.883264542E0,9.891594338E0
1.552468098E0,1.628057212E-1,4.213795066E-1,9.873687744E0,9.884016191E0
1.556466791E0,1.723825186E-1,3.639186621E-1,9.873687744E0,9.881895678E0
1.560464639E0,1.723825186E-1,3.543418646E-1,9.777919769E0,9.785856575E0
1.564463793E0,1.915361285E-1,4.118026793E-1,9.825803757E0,9.836294373E0
1.568459487E0,1.149216816E-1,4.213795066E-1,9.797073364E0,9.806804484E0
1.572457257E0,1.149216816E-1,4.596867263E-1,9.873687744E0,9.885050761E0
1.576485873E0,1.436520964E-1,4.213795066E-1,9.835380554E0,9.845451095E0
1.580484721E0,1.628057212E-1,3.447650373E-1,9.816226959E0,9.823628675E0
1.584482799E0,1.819593310E-1,3.926490843E-1,9.835380554E0,9.844896807E0
1.588480723E0,2.106897533E-1,3.926490843E-1,9.816226959E0,9.826335797E0
1.592477570E0,2.202665508E-1,3.830722570E-1,9.787496567E0,9.797466548E0
1.596475417E0,9.576806426E-2,4.596867263E-1,9.749189377E0,9.760490608E0
1.600472649E0,1.149216816E-1,4.309563041E-1,9.806650162E0,9.816787546E0
1.604472034E0,1.436520964E-1,3.351882398E-1,9.777919769E0,9.784717783E0
1.608467805E0,1.628057212E-1,4.405331016E-1,9.873687744E0,9.884851278E0
1.612465652E0,1.819593310E-1,3.926490843E-1,9.758766174E0,9.768357065E0
1.616463807E0,1.628057212E-1,4.501099288E-1,9.806650162E0,9.818324299E0
1.620462577E0,8.619125932E-2,4.118026793E-1,9.758766174E0,9.767831265E0
1.624460347E0,2.106897533E-1,4.118026793E-1,9.825803757E0,9.836685981E0
1.628457656E0,1.436520964E-1,4.692635238E-1,9.825803757E0,9.838051822E0
1.632454503E0,1.436520964E-1,3.926490843E-1,9.806650162E0,9.815558905E0
1.636483735E0,1.532289088E-1,4.501099288E-1,9.797073364E0,9.808604618E0
1.640481274E0,1.053448766E-1,4.118026793E-1,9.835380554E0,9.844561424E0
1.644479737E0,1.532289088E-1,3.926490843E-1,9.787496567E0,9.796567840E0
1.648476738E0,1.340752989E-1,4.405331016E-1,9.864110947E0,9.874853435E0
1.652475739E0,1.628057212E-1,3.926490843E-1,9.797073364E0,9.806290099E0
1.656471509E0,1.149216816E-1,4.118026793E-1,9.816226959E0,9.825533072E0
1.660471125E0,1.532289088E-1,4.022258818E-1,9.777919769E0,9.787388813E0
1.664469896E0,1.532289088E-1,4.405331016E-1,9.844957352E0,9.855999887E0
1.668466204E0,1.819593310E-1,4.213795066E-1,9.825803757E0,9.836518152E0
1.672463744E0,1.819593310E-1,4.022258818E-1,9.816226959E0,9.826149122E0
1.676461360E0,7.661445439E-2,4.309563041E-1,9.777919769E0,9.787712099E0
1.680460746E0,1.532289088E-1,3.830722570E-1,9.758766174E0,9.767483847E0
1.684459208E0,1.532289088E-1,3.830722570E-1,9.806650162E0,9.815325305E0
1.688454902E0,1.244984865E-1,4.405331016E-1,9.835380554E0,9.846028638E0
1.692483210E0,1.532289088E-1,4.405331016E-1,9.787496567E0,9.798603858E0
1.696480365E0,1.436520964E-1,4.309563041E-1,9.787496567E0,9.798032879E0
1.700478905E0,1.436520964E-1,4.405331016E-1,9.797073364E0,9.808024870E0
1.704477675E0,5.746084079E-2,4.405331016E-1,9.806650162E0,9.816708132E0
1.708474214E0,1.532289088E-1,4.022258818E-1,9.816226959E0,9.825659086E0
1.712471523E0,1.628057212E-1,4.309563041E-1,9.730035782E0,9.740935548E0
1.716469370E0,1.340752989E-1,3.830722570E-1,9.749189377E0,9.757633629E0
1.720467833E0,1.628057212E-1,3.256114423E-1,9.825803757E0,9.832545346E0
1.724467757E0,1.532289088E-1,3.926490843E-1,9.835380554E0,9.844407704E0
1.728463143E0,1.723825186E-1,4.405331016E-1,9.797073364E0,9.808487735E0
1.732461374E0,1.532289088E-1,4.501099288E-1,9.806650162E0,9.818170168E0
1.736458837E0,1.628057212E-1,3.734954596E-1,9.758766174E0,9.767267878E0
1.740456761E0,1.436520964E-1,4.788403511E-1,9.844957352E0,9.857642176E0
1.744485608E0,1.149216816E-1,4.118026793E-1,9.787496567E0,9.796829971E0
1.748483840E0,1.628057212E-1,3.926490843E-1,9.844957352E0,9.854129300E0
1.752481302E0,1.819593310E-1,4.501099288E-1,9.816226959E0,9.828225672E0
1.756479150E0,1.819593310E-1,4.213795066E-1,9.835380554E0,9.846084528E0
1.760476997E0,7.661445439E-2,4.213795066E-1,9.787496567E0,9.796862738E0
1.764476767E0,1.628057212E-1,3.734954596E-1,9.844957352E0,9.853384688E0
1.768471768E0,1.532289088E-1,4.022258818E-1,9.825803757E0,9.835226699E0
1.772469308E0,1.436520964E-1,4.118026793E-1,9.806650162E0,9.816343758E0
1.776468462E0,1.915361285E-1,4.501099288E-1,9.844957352E0,9.857102530E0
1.780466002E0,1.532289088E-1,3.639186621E-1,9.797073364E0,9.805027404E0
1.784465003E0,1.723825186E-1,3.830722570E-1,9.825803757E0,9.834779080E0
1.788462927E0,1.532289088E-1,4.118026793E-1,9.806650162E0,9.816488575E0
1.792459774E0,1.149216816E-1,3.926490843E-1,9.892841339E0,9.901297393E0
1.796457621E0,1.244984865E-1,4.022258818E-1,9.825803757E0,9.834821046E0
1.800485391E0,1.149216816E-1,3.734954596E-1,9.797073364E0,9.804863709E0
1.804484469E0,1.819593310E-1,4.405331016E-1,9.777919769E0,9.789529796E0
1.808481086E0,2.298433632E-1,4.884171486E-1,9.806650162E0,9.821495135E0
1.812478241E0,1.819593310E-1,3.926490843E-1,9.806650162E0,9.816194267E0
1.816476165E0,1.915361285E-1,4.309563041E-1,9.816226959E0,9.827549091E0
1.820475166E0,2.011129409E-1,4.213795066E-1,9.816226959E0,9.827325110E0
1.824473705E0,1.819593310E-1,4.501099288E-1,9.758766174E0,9.770835450E0
1.828468783E0,2.298433632E-1,3.734954596E-1,9.758766174E0,9.768615259E0
1.832468476E0,1.532289088E-1,3.734954596E-1,9.797073364E0,9.805387522E0
1.836464785E0,1.244984865E-1,3.926490843E-1,9.787496567E0,9.796160586E0
1.840463863E0,1.340752989E-1,4.788403511E-1,9.816226959E0,9.828813559E0
1.844462249E0,1.532289088E-1,4.501099288E-1,9.835380554E0,9.846866948E0
1.848458327E0,1.053448766E-1,4.022258818E-1,9.797073364E0,9.805892601E0
1.852456097E0,1.149216816E-1,4.022258818E-1,9.777919769E0,9.786864036E0
1.856486329E0,1.340752989E-1,4.309563041E-1,9.816226959E0,9.826597134E0
1.860483484E0,1.915361285E-1,4.118026793E-1,9.787496567E0,9.798028199E0
1.864483177E0,1.340752989E-1,4.405331016E-1,9.806650162E0,9.817455525E0
1.868478870E0,2.394201756E-1,4.022258818E-1,9.768342972E0,9.779551733E0
1.872475871E0,1.149216816E-1,4.405331016E-1,9.816226959E0,9.826779133E0
1.876475180E0,1.244984865E-1,3.926490843E-1,9.768342972E0,9.777023964E0
1.880473027E0,1.340752989E-1,4.118026793E-1,9.777919769E0,9.787505946E0
1.884471182E0,1.628057212E-1,3.926490843E-1,9.787496567E0,9.796722312E0
1.888466645E0,1.436520964E-1,4.309563041E-1,9.864110947E0,9.874565511E0
1.892465646E0,1.628057212E-1,4.309563041E-1,9.854534149E0,9.865296363E0
1.896462263E0,1.340752989E-1,4.213795066E-1,9.777919769E0,9.787913562E0
1.900460110E0,1.532289088E-1,4.022258818E-1,9.816226959E0,9.825659086E0
1.904459496E0,1.340752989E-1,4.405331016E-1,9.825803757E0,9.836588080E0
1.908456189E0,1.340752989E-1,4.405331016E-1,9.758766174E0,9.769624499E0
1.912484805E0,1.340752989E-1,4.405331016E-1,9.758766174E0,9.769624499E0
1.916482268E0,1.532289088E-1,4.213795066E-1,9.739612579E0,9.749927845E0
1.920480500E0,1.436520964E-1,4.309563041E-1,9.758766174E0,9.769333473E0
1.924478347E0,1.244984865E-1,4.118026793E-1,9.797073364E0,9.806514560E0
1.928475194E0,1.915361285E-1,4.213795066E-1,9.806650162E0,9.817567630E0
1.932473118E0,1.532289088E-1,4.213795066E-1,9.806650162E0,9.816894987E0
1.936470658E0,9.576806426E-2,4.501099288E-1,9.816226959E0,9.827007794E0
1.940470351E0,1.628057212E-1,3.639186621E-1,9.806650162E0,9.814750628E0
1.944467813E0,1.723825186E-1,4.692635238E-1,9.806650162E0,9.819384471E0
1.948464122E0,1.628057212E-1,4.405331016E-1,9.806650162E0,9.817889922E0
1.952463200E0,1.723825186E-1,4.022258818E-1,9.768342972E0,9.778140202E0
1.956461740E0,2.011129409E-1,4.118026793E-1,9.777919769E0,9.788653783E0
1.960458356E0,1.244984865E-1,3.639186621E-1,9.768342972E0,9.775912289E0
1.964458588E0,1.244984865E-1,4.309563041E-1,9.710882187E0,9.721237373E0
1.968454589E0,1.915361285E-1,4.022258818E-1,9.835380554E0,9.845465067E0
1.972483282E0,2.106897533E-1,3.639186621E-1,9.797073364E0,9.806093691E0
1.976479591E0,8.619125932E-2,4.309563041E-1,9.758766174E0,9.768657508E0
1.980478361E0,1.723825186E-1,4.213795066E-1,9.854534149E0,9.865045348E0
1.984477054E0,7.661445439E-2,4.501099288E-1,9.749189377E0,9.759875113E0
1.988473978E0,1.819593310E-1,4.022258818E-1,9.844957352E0,9.854850588E0
1.992470979E0,9.576806426E-2,3.926490843E-1,9.844957352E0,9.853249722E0
1.996469442E0,3.830722719E-2,3.926490843E-1,9.787496567E0,9.795444339E0
2.000466981E0,8.619125932E-2,3.926490843E-1,9.844957352E0,9.853161294E0
2.004465675E0,1.340752989E-1,3.830722570E-1,9.797073364E0,9.805476380E0
2.008462599E0,1.053448766E-1,4.118026793E-1,9.739612579E0,9.748883638E0
2.012459831E0,1.915361285E-1,4.596867263E-1,9.777919769E0,9.790593087E0
2.016457139E0,1.915361285E-1,4.022258818E-1,9.768342972E0,9.778496621E0
2.020486986E0,9.576806426E-2,4.596867263E-1,9.797073364E0,9.808319423E0
2.024485372E0,1.053448766E-1,4.213795066E-1,9.835380554E0,9.844966677E0
2.028480835E0,1.436520964E-1,4.118026793E-1,9.806650162E0,9.816343758E0
2.032479913E0,1.340752989E-1,4.118026793E-1,9.825803757E0,9.835343263E0
2.036477375E0,1.436520964E-1,3.639186621E-1,9.720458984E0,9.728329537E0
2.040476761E0,8.619125932E-2,4.022258818E-1,9.787496567E0,9.796137179E0
2.044474993E0,1.628057212E-1,3.830722570E-1,9.739612579E0,9.748502616E0
2.048471840E0,1.436520964E-1,4.596867263E-1,9.835380554E0,9.847164996E0
2.052467918E0,1.340752989E-1,3.734954596E-1,9.797073364E0,9.805106912E0
2.056466611E0,1.819593310E-1,3.926490843E-1,9.844957352E0,9.854464357E0
2.060464766E0,1.628057212E-1,3.830722570E-1,9.787496567E0,9.796343149E0
2.064464459E0,1.244984865E-1,3.543418646E-1,9.777919769E0,9.785130201E0
2.068458922E0,1.340752989E-1,4.405331016E-1,9.777919769E0,9.788756847E0
2.072457384E0,1.628057212E-1,4.213795066E-1,9.749189377E0,9.759649579E0
2.076486001E0,1.723825186E-1,4.596867263E-1,9.797073364E0,9.809366653E0
2.080483540E0,1.436520964E-1,4.118026793E-1,9.777919769E0,9.787641819E0
2.084481695E0,1.436520964E-1,4.309563041E-1,9.835380554E0,9.845865625E0
2.088478696E0,1.628057212E-1,3.734954596E-1,9.806650162E0,9.815110389E0
2.092476543E0,1.340752989E-1,3.926490843E-1,9.816226959E0,9.824991664E0
2.096474621E0,1.340752989E-1,4.309563041E-1,9.787496567E0,9.797897150E0
2.100473776E0,1.532289088E-1,4.309563041E-1,9.797073364E0,9.807744335E0
2.104472162E0,1.915361285E-1,4.405331016E-1,9.835380554E0,9.847104455E0
2.108469701E0,1.149216816E-1,4.213795066E-1,9.806650162E0,9.816371788E0
2.112467317E0,1.628057212E-1,4.405331016E-1,9.806650162E0,9.817889922E0
2.116463626E0,1.149216816E-1,4.309563041E-1,9.806650162E0,9.816787546E0
2.120462319E0,1.436520964E-1,4.405331016E-1,9.777919769E0,9.788892703E0
2.124461167E0,1.340752989E-1,4.405331016E-1,9.825803757E0,9.836588080E0
2.128456860E0,1.628057212E-1,3.830722570E-1,9.825803757E0,9.834615881E0
2.132487015E0,1.053448766E-1,3.734954596E-1,9.835380554E0,9.843033427E0
2.136482631E0,1.532289088E-1,4.118026793E-1,9.777919769E0,9.787787061E0
2.140481171E0,2.011129409E-1,4.405331016E-1,9.825803757E0,9.837730190E0
2.144480556E0,1.340752989E-1,3.351882398E-1,9.768342972E0,9.775011599E0
2.148477096E0,8.619125932E-2,3.926490843E-1,9.854534149E0,9.862730126E0
2.152474097E0,1.244984865E-1,4.309563041E-1,9.883264542E0,9.893439301E0
2.156472482E0,1.244984865E-1,4.692635238E-1,9.787496567E0,9.799530457E0
2.160473099E0,1.819593310E-1,4.405331016E-1,9.787496567E0,9.799095247E0
2.164470331E0,1.628057212E-1,3.926490843E-1,9.787496567E0,9.796722312E0
2.168466332E0,1.915361285E-1,4.213795066E-1,9.873687744E0,9.884531170E0
2.172464794E0,1.340752989E-1,4.309563041E-1,9.806650162E0,9.817030453E0
2.176461103E0,2.011129409E-1,3.830722570E-1,9.777919769E0,9.787487205E0
2.180461411E0,1.532289088E-1,3.543418646E-1,9.806650162E0,9.814246005E0
2.184457412E0,1.819593310E-1,4.884171486E-1,9.768342972E0,9.782238237E0
2.188485413E0,1.244984865E-1,4.118026793E-1,9.730035782E0,9.739541962E0
2.192482953E0,1.723825186E-1,4.022258818E-1,9.854534149E0,9.864245774E0
2.196480800E0,1.628057212E-1,4.405331016E-1,9.825803757E0,9.837021632E0
2.200478340E0,1.819593310E-1,4.118026793E-1,9.816226959E0,9.826545800E0
2.204478341E0,1.819593310E-1,4.213795066E-1,9.758766174E0,9.769554091E0
2.208473726E0,8.619125932E-2,4.118026793E-1,9.806650162E0,9.815671030E0
2.212471881E0,1.436520964E-1,4.118026793E-1,9.825803757E0,9.835478475E0
2.216470344E0,1.340752989E-1,4.118026793E-1,9.758766174E0,9.768371148E0
2.220468191E0,1.340752989E-1,4.309563041E-1,9.835380554E0,9.845730555E0
2.224467576E0,2.011129409E-1,4.118026793E-1,9.758766174E0,9.769521232E0
2.228466116E0,1.723825186E-1,4.309563041E-1,9.806650162E0,9.817628352E0
2.232461809E0,2.106897533E-1,4.884171486E-1,9.768342972E0,9.782814825E0
2.236459349E0,1.532289088E-1,3.926490843E-1,9.787496567E0,9.796567840E0
2.240457427E0,1.244984865E-1,4.213795066E-1,9.749189377E0,9.759085719E0
2.244487889E0,1.436520964E-1,4.213795066E-1,9.758766174E0,9.768915695E0
2.248484890E0,1.340752989E-1,4.022258818E-1,9.864110947E0,9.873218655E0
2.252481122E0,1.149216816E-1,3.926490843E-1,9.768342972E0,9.776906705E0
2.256478969E0,1.053448766E-1,4.309563041E-1,9.806650162E0,9.816680104E0
2.260477816E0,1.532289088E-1,3.639186621E-1,9.758766174E0,9.766751412E0
2.264475587E0,1.436520964E-1,3.926490843E-1,9.777919769E0,9.786854665E0
2.268472280E0,1.628057212E-1,3.926490843E-1,9.816226959E0,9.825425727E0
2.272470050E0,1.053448766E-1,4.213795066E-1,9.806650162E0,9.816264342E0
2.276466743E0,1.053448766E-1,3.830722570E-1,9.825803757E0,9.833832486E0
2.280466437E0,2.298433632E-1,4.596867263E-1,9.797073364E0,9.810544652E0
2.284464899E0,1.244984865E-1,4.022258818E-1,9.825803757E0,9.834821046E0
2.288461517E0,2.011129409E-1,3.734954596E-1,9.825803757E0,9.834956265E0
2.292458441E0,1.340752989E-1,4.309563041E-1,9.777919769E0,9.788330529E0
2.296455903E0,2.011129409E-1,4.213795066E-1,9.825803757E0,9.836891103E0
2.300486058E0,2.011129409E-1,4.213795066E-1,9.777919769E0,9.789061350E0
2.304485521E0,1.149216816E-1,4.309563041E-1,9.787496567E0,9.797653769E0
2.308480522E0,1.340752989E-1,3.734954596E-1,9.787496567E0,9.795537968E0
2.312478446E0,1.628057212E-1,4.788403511E-1,9.806650162E0,9.819683354E0
2.316476216E0,1.628057212E-1,4.692635238E-1,9.768342972E0,9.780963060E0
2.320475063E0,1.819593310E-1,4.022258818E-1,9.768342972E0,9.778313723E0
2.324474372E0,2.106897533E-1,4.213795066E-1,9.701305389E0,9.712737880E0
2.328469450E0,1.819593310E-1,4.118026793E-1,9.844957352E0,9.855246111E0
2.332466759E0,8.619125932E-2,4.213795066E-1,9.806650162E0,9.816077476E0
2.336465836E0,1.723825186E-1,4.309563041E-1,9.777919769E0,9.788930181E0
2.340463376E0,1.915361285E-1,4.213795066E-1,9.825803757E0,9.836699967E0
2.344462685E0,1.628057212E-1,4.309563041E-1,9.835380554E0,9.846163704E0
2.348458993E0,1.819593310E-1,4.213795066E-1,9.787496567E0,9.798252851E0
2.352455994E0,9.576806426E-2,4.596867263E-1,9.797073364E0,9.808319423E0
2.356485149E0,1.244984865E-1,4.405331016E-1,9.835380554E0,9.846028638E0
2.360484612E0,1.532289088E-1,4.405331016E-1,9.873687744E0,9.884698184E0
2.364481844E0,1.436520964E-1,4.309563041E-1,9.816226959E0,9.826732467E0
2.368477845E0,1.723825186E-1,4.596867263E-1,9.787496567E0,9.799801869E0
2.372476846E0,1.340752989E-1,4.022258818E-1,9.739612579E0,9.748836599E0
2.376474077E0,1.915361285E-1,4.213795066E-1,9.825803757E0,9.836699967E0
2.380471309E0,1.723825186E-1,4.022258818E-1,9.797073364E0,9.806841892E0
2.384470772E0,1.532289088E-1,3.830722570E-1,9.816226959E0,9.824893647E0
2.388466465E0,1.436520964E-1,4.692635238E-1,9.825803757E0,9.838051822E0
2.392465466E0,1.340752989E-1,4.309563041E-1,9.816226959E0,9.826597134E0
2.396463005E0,1.149216816E-1,4.501099288E-1,9.806650162E0,9.817647037E0
2.400460930E0,1.436520964E-1,4.979939461E-1,9.777919769E0,9.791646895E0
2.404458700E0,1.532289088E-1,3.734954596E-1,9.777919769E0,9.786250200E0
2.408456547E0,1.819593310E-1,4.118026793E-1,9.730035782E0,9.740445932E0
2.412484240E0,1.723825186E-1,4.118026793E-1,9.854534149E0,9.864640920E0
2.416483010E0,1.723825186E-1,4.213795066E-1,9.797073364E0,9.807646146E0
2.420481473E0,1.244984865E-1,4.022258818E-1,9.797073364E0,9.806117072E0
2.424480243E0,1.819593310E-1,4.118026793E-1,9.806650162E0,9.816979069E0
2.428477244E0,1.915361285E-1,4.405331016E-1,9.739612579E0,9.751451620E0
2.432473245E0,1.915361285E-1,4.213795066E-1,9.787496567E0,9.798435376E0
2.436472246E0,1.532289088E-1,4.596867263E-1,9.797073364E0,9.809048756E0
2.440469555E0,2.106897533E-1,4.309563041E-1,9.768342972E0,9.780114413E0
2.444468556E0,1.436520964E-1,3.734954596E-1,9.873687744E0,9.881793585E0
2.448465557E0,1.819593310E-1,3.639186621E-1,9.768342972E0,9.776812896E0
2.452463327E0,1.819593310E-1,3.447650373E-1,9.758766174E0,9.766549512E0
2.456461559E0,1.340752989E-1,4.022258818E-1,9.816226959E0,9.825379054E0
2.460460022E0,9.576806426E-2,4.118026793E-1,9.797073364E0,9.806191895E0
2.464457792E0,1.723825186E-1,4.022258818E-1,9.806650162E0,9.816409160E0
2.468484870E0,2.011129409E-1,4.022258818E-1,9.825803757E0,9.836089240E0
2.472483102E0,1.723825186E-1,4.213795066E-1,9.787496567E0,9.798079683E0
2.476480256E0,1.819593310E-1,4.405331016E-1,9.844957352E0,9.856488415E0
2.480478180E0,1.628057212E-1,4.309563041E-1,9.806650162E0,9.817464868E0
2.484475951E0,1.340752989E-1,4.118026793E-1,9.825803757E0,9.835343263E0
2.488473183E0,1.340752989E-1,4.405331016E-1,9.844957352E0,9.855720717E0
2.492470414E0,1.723825186E-1,4.022258818E-1,9.758766174E0,9.768573009E0
2.496468877E0,1.723825186E-1,4.022258818E-1,9.844957352E0,9.854678414E0
2.500466186E0,1.053448766E-1,4.405331016E-1,9.816226959E0,9.826671800E0
2.504465263E0,1.340752989E-1,3.543418646E-1,9.768342972E0,9.775687125E0
2.508463957E0,1.915361285E-1,4.118026793E-1,9.864110947E0,9.874560866E0
2.512459727E0,1.628057212E-1,4.118026793E-1,9.797073364E0,9.807075693E0
2.516457882E0,1.915361285E-1,4.309563041E-1,9.806650162E0,9.817983338E0
2.520455960E0,2.202665508E-1,3.639186621E-1,9.797073364E0,9.806304128E0
2.524484653E0,1.340752989E-1,4.596867263E-1,9.825803757E0,9.837464487E0
2.528481500E0,1.532289088E-1,3.734954596E-1,9.844957352E0,9.853231105E0
2.532480886E0,9.576806426E-2,4.884171486E-1,9.864110947E0,9.876659739E0
2.536477579E0,2.011129409E-1,4.596867263E-1,9.797073364E0,9.809913598E0
2.540475965E0,1.723825186E-1,4.213795066E-1,9.768342972E0,9.778946816E0
2.544474504E0,1.149216816E-1,3.926490843E-1,9.844957352E0,9.853454498E0
2.548470505E0,1.819593310E-1,3.447650373E-1,9.806650162E0,9.814395525E0
2.552468968E0,1.628057212E-1,4.118026793E-1,9.777919769E0,9.787941671E0
2.556467354E0,1.819593310E-1,3.639186621E-1,9.825803757E0,9.834224192E0
2.560464970E0,1.819593310E-1,4.118026793E-1,9.787496567E0,9.797845666E0
2.564463356E0,1.532289088E-1,4.788403511E-1,9.787496567E0,9.800400820E0
2.568459972E0,1.340752989E-1,4.022258818E-1,9.787496567E0,9.796675502E0
2.572457896E0,1.819593310E-1,3.830722570E-1,9.787496567E0,9.796680182E0
2.576455666E0,1.244984865E-1,4.884171486E-1,9.797073364E0,9.810030463E0
2.580484360E0,1.628057212E-1,4.501099288E-1,9.825803757E0,9.837455165E0
2.584483361E0,1.244984865E-1,5.171475410E-1,9.816226959E0,9.830628320E0
2.588478746E0,1.340752989E-1,3.639186621E-1,9.816226959E0,9.823885417E0
2.592477901E0,1.723825186E-1,3.926490843E-1,9.710882187E0,9.720345770E0
2.596474517E0,1.628057212E-1,3.830722570E-1,9.797073364E0,9.805911307E0
2.600473595E0,2.011129409E-1,4.118026793E-1,9.787496567E0,9.798220089E0
2.604471673E0,1.340752989E-1,4.118026793E-1,9.797073364E0,9.806640818E0
